Start date;End date;Germany/Luxembourg [€/MWh] Calculated resolutions;∅ DE/LU neighbours [€/MWh] Calculated resolutions;Belgium [€/MWh] Calculated resolutions;Denmark 1 [€/MWh] Calculated resolutions;Denmark 2 [€/MWh] Calculated resolutions;France [€/MWh] Calculated resolutions;Netherlands [€/MWh] Calculated resolutions;Norway 2 [€/MWh] Calculated resolutions;Austria [€/MWh] Calculated resolutions;Poland [€/MWh] Calculated resolutions;Sweden 4 [€/MWh] Calculated resolutions;Switzerland [€/MWh] Calculated resolutions;Czech Republic [€/MWh] Calculated resolutions;DE/AT/LU [€/MWh] Calculated resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Calculated resolutions;Hungary [€/MWh] Calculated resolutions
Apr 26, 2026 9:00 AM;Apr 26, 2026 10:00 AM;-0.01;3.75;0.69;4.35;4.38;0.10;0.44;46.78;-9.00;-5.01;4.13;-1.75;-3.92;-;125.74;-6.04;-5.87
Apr 26, 2026 10:00 AM;Apr 26, 2026 11:00 AM;-28.19;-15.43;-28.19;1.58;1.35;-28.19;-28.19;34.93;-28.19;-28.19;1.17;-39.62;-28.19;-;68.58;-28.19;-28.19
Apr 26, 2026 11:00 AM;Apr 26, 2026 12:00 PM;-127.37;-73.91;-127.06;1.31;1.19;-126.83;-127.21;35.47;-127.37;-126.66;1.07;-87.20;-129.74;-;24.10;-122.70;-165.72
Apr 26, 2026 12:00 PM;Apr 26, 2026 1:00 PM;-259.96;-151.36;-259.60;0.52;0.57;-259.34;-259.75;34.22;-259.96;-254.56;0.44;-142.60;-264.94;-;29.91;-256.93;-365.64
Apr 26, 2026 1:00 PM;Apr 26, 2026 2:00 PM;-413.77;-240.25;-413.12;0.19;0.19;-412.55;-413.34;33.85;-413.88;-395.80;0.09;-206.59;-421.74;-;25.00;-399.73;-500.00
Apr 26, 2026 2:00 PM;Apr 26, 2026 3:00 PM;-413.25;-236.19;-412.64;0.00;0.00;-412.25;-412.90;32.52;-413.25;-350.68;-0.10;-207.88;-420.87;-;17.88;-400.94;-487.75
Apr 26, 2026 3:00 PM;Apr 26, 2026 4:00 PM;-235.89;-141.50;-235.21;0.01;0.06;-234.57;-235.49;32.73;-235.02;-232.67;-0.04;-175.18;-241.12;-;16.38;-223.94;-330.26
Apr 26, 2026 4:00 PM;Apr 26, 2026 5:00 PM;-37.31;-22.39;-37.18;1.61;1.54;-37.08;-37.25;37.28;-36.90;-37.82;1.42;-64.15;-37.77;-;45.08;-35.47;-45.13
Apr 26, 2026 5:00 PM;Apr 26, 2026 6:00 PM;11.18;14.16;11.26;12.47;12.29;0.00;11.75;58.92;8.89;10.17;9.94;10.01;10.03;-;122.61;8.60;9.34
Apr 26, 2026 6:00 PM;Apr 26, 2026 7:00 PM;113.10;91.70;113.09;113.10;112.88;8.70;118.14;95.77;91.12;103.16;47.72;103.31;101.77;-;142.00;88.52;95.35
Apr 26, 2026 7:00 PM;Apr 26, 2026 8:00 PM;150.29;121.87;152.46;150.29;150.26;31.31;158.91;111.40;126.73;142.52;57.45;118.99;140.28;-;157.44;120.86;137.20
Apr 26, 2026 8:00 PM;Apr 26, 2026 9:00 PM;157.82;129.03;160.49;157.82;157.78;43.05;165.71;117.75;132.99;155.17;60.91;118.97;148.64;-;172.67;125.42;151.78
Apr 26, 2026 9:00 PM;Apr 26, 2026 10:00 PM;140.65;122.91;142.29;140.65;140.62;79.80;145.05;117.92;128.30;138.18;61.26;122.16;135.76;-;152.88;125.17;132.34
Apr 26, 2026 10:00 PM;Apr 26, 2026 11:00 PM;126.41;116.07;126.19;126.41;126.37;95.08;127.59;116.08;122.30;124.92;60.12;127.07;124.62;-;145.00;121.77;123.24
Apr 26, 2026 11:00 PM;Apr 27, 2026 12:00 AM;122.88;112.12;117.43;122.88;122.84;81.80;119.44;113.58;125.86;124.25;58.83;121.99;124.41;-;130.10;126.40;125.37
Apr 27, 2026 12:00 AM;Apr 27, 2026 1:00 AM;118.45;104.98;104.33;118.45;118.42;49.66;111.46;112.60;123.92;120.72;58.17;115.92;121.13;-;124.03;124.70;122.82
Apr 27, 2026 1:00 AM;Apr 27, 2026 2:00 AM;113.03;100.45;98.96;113.03;113.00;43.12;106.21;109.43;119.12;115.78;57.87;112.20;116.21;-;119.01;119.94;117.98
Apr 27, 2026 2:00 AM;Apr 27, 2026 3:00 AM;112.71;99.48;100.00;112.71;112.68;34.20;105.94;109.13;118.90;115.49;57.16;112.19;115.92;-;120.08;119.77;117.75
Apr 27, 2026 3:00 AM;Apr 27, 2026 4:00 AM;112.83;98.24;97.86;112.83;112.80;23.59;104.37;109.16;119.49;115.60;56.66;112.19;116.10;-;120.21;120.50;118.18
Apr 27, 2026 4:00 AM;Apr 27, 2026 5:00 AM;116.74;102.10;102.30;116.74;116.71;26.70;108.71;111.82;123.91;119.99;59.77;116.00;120.49;-;122.21;124.92;122.59
Apr 27, 2026 5:00 AM;Apr 27, 2026 6:00 AM;125.67;112.09;110.74;125.67;125.63;66.34;119.04;117.23;128.61;126.91;63.69;122.00;127.17;-;128.59;128.93;127.99
Apr 27, 2026 6:00 AM;Apr 27, 2026 7:00 AM;165.57;148.30;150.02;165.57;165.56;89.45;165.57;156.45;150.20;160.10;125.33;144.01;159.05;-;150.00;148.73;155.14
Apr 27, 2026 7:00 AM;Apr 27, 2026 8:00 AM;153.69;143.77;145.47;153.69;154.23;99.91;153.69;149.51;140.75;149.63;154.48;131.65;148.43;-;157.95;138.85;147.26
Apr 27, 2026 8:00 AM;Apr 27, 2026 9:00 AM;126.55;123.17;164.32;126.95;126.02;82.66;126.95;122.10;115.63;122.49;117.64;128.98;121.12;-;147.31;115.45;118.41
Apr 27, 2026 9:00 AM;Apr 27, 2026 10:00 AM;92.53;91.39;139.30;98.68;92.63;24.80;121.69;103.84;85.94;78.95;80.50;98.35;80.59;-;128.22;100.18;56.09
Apr 27, 2026 10:00 AM;Apr 27, 2026 11:00 AM;59.14;57.80;101.56;74.73;58.50;4.69;85.00;93.44;53.26;23.73;48.52;52.86;39.53;-;116.77;72.10;2.50
Apr 27, 2026 11:00 AM;Apr 27, 2026 12:00 PM;4.14;15.67;10.08;23.05;21.71;-0.01;5.98;77.14;3.98;2.94;20.32;4.03;3.14;-;82.21;5.36;0.74
Apr 27, 2026 12:00 PM;Apr 27, 2026 1:00 PM;-0.10;11.14;-0.10;18.52;16.45;-0.10;-0.10;74.72;-0.10;-0.10;15.48;-2.00;-0.10;-;66.02;-0.10;-0.10
Apr 27, 2026 1:00 PM;Apr 27, 2026 2:00 PM;-0.83;9.32;-0.83;15.00;12.77;-0.83;-0.83;73.73;-0.83;-0.83;12.02;-6.00;-0.83;-;60.00;-0.83;-0.83
Apr 27, 2026 2:00 PM;Apr 27, 2026 3:00 PM;-0.16;7.75;-0.16;16.90;15.16;-0.16;-0.16;43.16;-0.16;-0.16;14.14;-3.12;-0.16;-;71.54;-0.16;-0.16
Apr 27, 2026 3:00 PM;Apr 27, 2026 4:00 PM;5.14;11.77;2.96;18.44;15.85;-0.01;4.91;45.61;4.08;4.72;14.84;13.41;4.63;-;56.18;3.92;4.29
Apr 27, 2026 4:00 PM;Apr 27, 2026 5:00 PM;68.66;60.73;50.19;68.66;65.17;0.00;59.05;86.37;76.09;71.84;42.88;75.24;72.49;-;112.39;77.24;75.23
Apr 27, 2026 5:00 PM;Apr 27, 2026 6:00 PM;107.19;93.53;94.52;107.19;106.68;7.17;99.42;103.90;115.69;111.10;61.65;109.82;111.70;-;124.55;116.66;114.09
Apr 27, 2026 6:00 PM;Apr 27, 2026 7:00 PM;129.85;115.25;116.43;129.85;130.32;28.45;121.41;116.31;138.95;133.47;82.40;137.05;133.12;-;143.11;141.92;161.79
Apr 27, 2026 7:00 PM;Apr 27, 2026 8:00 PM;172.30;151.68;158.36;172.30;172.29;63.85;174.82;166.73;152.32;163.71;148.79;138.03;157.28;-;162.99;160.75;275.06
Apr 27, 2026 8:00 PM;Apr 27, 2026 9:00 PM;188.12;161.16;184.98;188.12;188.11;72.61;158.80;164.69;157.04;190.57;152.52;135.05;180.28;-;172.61;164.22;236.39
Apr 27, 2026 9:00 PM;Apr 27, 2026 10:00 PM;148.46;135.84;143.16;148.46;148.45;62.75;147.12;143.80;146.23;145.52;124.44;140.55;143.73;-;165.87;153.22;189.77
Apr 27, 2026 10:00 PM;Apr 27, 2026 11:00 PM;125.65;118.40;117.82;125.65;125.65;65.50;120.86;122.71;130.00;127.46;118.91;120.10;127.78;-;151.24;130.86;129.26
Apr 27, 2026 11:00 PM;Apr 28, 2026 12:00 AM;115.20;104.52;99.11;115.20;115.19;41.51;106.57;110.56;123.38;118.72;85.09;115.08;119.33;-;134.84;124.22;121.71
Apr 28, 2026 12:00 AM;Apr 28, 2026 1:00 AM;112.66;104.12;101.16;112.66;112.11;59.04;110.88;106.51;118.98;115.58;86.36;106.00;116.03;-;132.72;119.69;117.83
Apr 28, 2026 1:00 AM;Apr 28, 2026 2:00 AM;106.90;97.56;94.91;106.90;106.88;39.72;106.90;103.66;115.35;110.85;72.49;104.00;111.45;-;134.01;116.25;113.81
Apr 28, 2026 2:00 AM;Apr 28, 2026 3:00 AM;102.98;92.02;87.13;102.98;102.96;27.35;102.98;99.99;112.26;107.31;58.95;102.40;107.98;-;129.00;113.26;110.58
Apr 28, 2026 3:00 AM;Apr 28, 2026 4:00 AM;102.83;91.14;85.46;102.83;102.81;23.49;100.00;99.84;112.49;107.42;59.15;101.00;108.07;-;128.97;113.56;110.76
Apr 28, 2026 4:00 AM;Apr 28, 2026 5:00 AM;105.28;92.47;85.21;105.28;105.26;20.15;97.99;101.98;115.05;110.00;63.67;102.03;110.61;-;130.10;116.20;113.36
Apr 28, 2026 5:00 AM;Apr 28, 2026 6:00 AM;111.84;97.29;90.33;111.84;111.81;18.11;101.56;106.49;121.87;116.49;68.67;105.89;117.18;-;130.10;123.12;120.10
Apr 28, 2026 6:00 AM;Apr 28, 2026 7:00 AM;122.10;109.54;102.26;122.10;122.11;11.24;110.06;113.23;132.49;127.06;121.42;115.10;127.90;-;145.00;134.61;131.19
Apr 28, 2026 7:00 AM;Apr 28, 2026 8:00 AM;121.43;110.87;108.89;121.43;121.93;23.88;113.43;112.32;128.83;125.61;121.85;115.20;126.19;-;150.91;129.30;131.20
Apr 28, 2026 8:00 AM;Apr 28, 2026 9:00 AM;112.32;107.27;106.91;112.32;111.84;70.00;108.91;109.05;115.56;114.36;110.19;106.24;114.61;-;145.44;115.32;117.45
Apr 28, 2026 9:00 AM;Apr 28, 2026 10:00 AM;79.78;77.41;74.45;79.78;78.76;43.96;76.73;95.77;95.22;69.10;73.63;86.25;77.90;-;123.80;111.45;53.07
Apr 28, 2026 10:00 AM;Apr 28, 2026 11:00 AM;21.82;35.07;21.39;32.00;31.41;9.50;22.04;79.97;56.69;-6.59;30.92;78.82;29.58;-;119.51;77.58;-2.25
Apr 28, 2026 11:00 AM;Apr 28, 2026 12:00 PM;-1.09;15.66;-0.58;14.54;14.28;-0.01;-3.90;54.36;6.91;-0.50;13.75;73.51;-0.04;-;72.49;5.78;-0.96
Apr 28, 2026 12:00 PM;Apr 28, 2026 1:00 PM;-14.04;6.54;0.27;12.83;12.92;-1.04;-32.00;44.99;16.56;-5.75;12.40;14.62;-3.80;-;79.58;6.86;-0.83
Apr 28, 2026 1:00 PM;Apr 28, 2026 2:00 PM;-29.00;-0.56;-23.57;11.19;11.39;-21.50;-43.80;44.65;9.85;-15.44;10.95;24.30;-14.20;-;75.91;14.27;-2.90
Apr 28, 2026 2:00 PM;Apr 28, 2026 3:00 PM;-29.01;3.83;-9.36;6.83;6.99;-10.30;-48.00;38.96;20.49;-8.12;6.87;49.00;-11.24;-;104.90;15.12;-1.15
Apr 28, 2026 3:00 PM;Apr 28, 2026 4:00 PM;-17.33;14.16;-6.83;7.87;8.00;-2.42;-39.91;39.01;56.75;0.03;7.69;77.24;8.36;-;117.60;62.27;9.38
Apr 28, 2026 4:00 PM;Apr 28, 2026 5:00 PM;-4.66;23.87;-3.72;10.00;10.18;-2.41;-7.68;41.31;73.07;2.66;9.86;87.14;42.17;-;130.10;91.58;69.03
Apr 28, 2026 5:00 PM;Apr 28, 2026 6:00 PM;33.32;49.73;25.60;36.01;35.04;0.00;22.64;58.74;98.83;75.25;34.67;99.59;60.69;-;130.10;102.10;106.17
Apr 28, 2026 6:00 PM;Apr 28, 2026 7:00 PM;90.10;89.33;76.17;90.10;90.11;28.26;83.81;93.96;116.59;109.69;91.19;106.50;96.20;-;149.24;149.24;150.46
Apr 28, 2026 7:00 PM;Apr 28, 2026 8:00 PM;117.40;111.95;100.39;117.40;117.41;46.50;109.04;108.70;132.92;141.34;119.13;115.19;123.48;-;160.00;149.94;220.67
Apr 28, 2026 8:00 PM;Apr 28, 2026 9:00 PM;120.97;118.92;99.43;120.97;120.72;29.96;111.37;114.72;147.51;186.18;121.80;115.20;140.27;-;169.96;169.96;291.80
Apr 28, 2026 9:00 PM;Apr 28, 2026 10:00 PM;115.83;107.31;91.97;115.83;116.59;18.01;104.90;111.46;132.35;137.31;117.41;113.10;121.49;-;152.65;152.65;259.54
Apr 28, 2026 10:00 PM;Apr 28, 2026 11:00 PM;111.30;100.18;88.24;111.30;110.83;17.39;100.00;107.91;117.04;115.93;111.26;106.28;115.80;-;140.00;140.00;133.10
Apr 28, 2026 11:00 PM;Apr 29, 2026 12:00 AM;101.77;90.52;78.15;101.77;101.73;3.43;91.00;98.70;107.43;106.94;97.79;102.39;106.41;-;134.10;134.10;126.88
Apr 29, 2026 12:00 AM;Apr 29, 2026 1:00 AM;98.21;90.05;80.64;98.21;98.67;23.74;89.87;96.21;107.33;101.37;94.57;99.79;100.10;-;121.58;121.58;148.08
Apr 29, 2026 1:00 AM;Apr 29, 2026 2:00 AM;96.73;88.50;78.26;96.73;96.73;20.45;88.06;93.89;105.85;99.71;94.07;100.79;98.92;-;117.11;117.11;139.84
Apr 29, 2026 2:00 AM;Apr 29, 2026 3:00 AM;97.92;87.74;75.18;97.92;97.92;4.48;87.28;94.91;110.13;101.89;94.06;99.80;101.54;-;116.69;116.69;138.55
Apr 29, 2026 3:00 AM;Apr 29, 2026 4:00 AM;98.53;87.34;74.53;98.53;98.53;0.00;86.49;95.61;110.73;102.85;95.12;95.57;102.79;-;116.04;116.04;131.45
Apr 29, 2026 4:00 AM;Apr 29, 2026 5:00 AM;100.65;89.29;76.32;100.65;100.18;0.00;87.84;97.49;112.94;105.20;98.25;98.04;105.29;-;117.72;117.75;130.61
Apr 29, 2026 5:00 AM;Apr 29, 2026 6:00 AM;107.91;96.61;82.00;107.91;108.37;6.68;95.21;102.72;118.81;111.60;108.58;108.94;111.93;-;120.98;122.98;130.46
Apr 29, 2026 6:00 AM;Apr 29, 2026 7:00 AM;139.80;114.83;87.22;139.80;140.34;5.77;134.51;118.13;119.26;130.28;141.92;120.00;125.87;-;129.60;129.60;167.95
Apr 29, 2026 7:00 AM;Apr 29, 2026 8:00 AM;126.85;114.87;99.92;126.85;128.64;35.98;116.30;118.96;130.34;128.36;129.33;120.10;128.76;-;138.46;131.29;129.93
Apr 29, 2026 8:00 AM;Apr 29, 2026 9:00 AM;112.37;102.43;88.52;112.37;113.13;18.75;101.30;110.34;121.70;116.87;113.35;112.63;117.81;-;133.71;124.70;121.04
Apr 29, 2026 9:00 AM;Apr 29, 2026 10:00 AM;66.42;65.75;49.66;72.87;74.91;0.74;58.23;87.39;80.41;63.12;74.45;86.13;75.31;-;121.82;80.67;78.09
Apr 29, 2026 10:00 AM;Apr 29, 2026 11:00 AM;-1.08;25.34;0.96;22.79;36.56;-0.01;-0.01;58.88;25.59;9.38;36.21;78.80;9.61;-;116.06;77.01;24.18
Apr 29, 2026 11:00 AM;Apr 29, 2026 12:00 PM;-11.57;15.36;-8.22;4.52;32.95;-4.64;-9.70;52.83;5.78;0.00;32.92;64.00;-1.48;-;68.04;68.04;16.82
Apr 29, 2026 12:00 PM;Apr 29, 2026 1:00 PM;-33.77;2.20;-30.03;-6.35;23.74;-25.49;-32.01;30.00;-5.15;0.00;23.78;60.27;-14.59;-;54.74;54.74;4.44
Apr 29, 2026 1:00 PM;Apr 29, 2026 2:00 PM;-60.36;-7.31;-55.04;-9.16;21.94;-48.63;-56.76;33.22;-14.97;0.01;21.94;53.63;-26.61;-;56.44;56.44;1.06
Apr 29, 2026 2:00 PM;Apr 29, 2026 3:00 PM;-55.43;-7.76;-50.69;-9.94;19.22;-44.60;-52.42;27.16;-17.97;5.39;19.22;49.21;-29.92;-;60.40;60.40;-0.81
Apr 29, 2026 3:00 PM;Apr 29, 2026 4:00 PM;-36.22;-2.69;-32.40;-15.81;15.32;-29.58;-33.35;22.31;0.36;3.32;15.37;40.00;-15.10;-;91.67;91.67;20.05
Apr 29, 2026 4:00 PM;Apr 29, 2026 5:00 PM;-11.25;15.74;-10.10;-6.68;22.14;-10.94;-10.53;27.19;29.68;40.39;22.22;63.73;6.07;-;106.10;101.04;72.63
Apr 29, 2026 5:00 PM;Apr 29, 2026 6:00 PM;19.65;44.17;16.25;21.34;38.58;-0.01;17.97;48.46;78.86;103.44;38.50;85.70;36.81;-;129.25;129.25;162.69
Apr 29, 2026 6:00 PM;Apr 29, 2026 7:00 PM;91.15;86.44;70.68;91.12;94.13;8.07;81.02;91.96;110.94;108.55;94.86;100.79;98.77;-;135.00;119.40;155.11
Apr 29, 2026 7:00 PM;Apr 29, 2026 8:00 PM;125.81;114.82;112.04;125.73;132.18;29.50;117.01;106.19;133.00;125.98;134.39;123.84;123.19;-;151.91;147.10;207.80
Apr 29, 2026 8:00 PM;Apr 29, 2026 9:00 PM;145.59;130.86;134.04;145.79;154.54;19.82;145.64;109.30;132.91;161.36;159.52;140.00;136.51;-;153.51;149.65;249.94
Apr 29, 2026 9:00 PM;Apr 29, 2026 10:00 PM;129.95;115.43;118.60;129.95;133.02;22.62;129.99;110.23;120.26;124.37;137.49;122.50;120.72;-;145.00;129.51;186.96
Apr 29, 2026 10:00 PM;Apr 29, 2026 11:00 PM;115.66;105.33;96.59;115.66;115.68;27.08;105.59;103.41;124.98;118.57;118.97;113.49;118.64;-;138.04;128.92;140.25
Apr 29, 2026 11:00 PM;Apr 30, 2026 12:00 AM;105.10;95.99;85.31;105.10;105.12;19.86;95.35;98.08;116.27;108.56;108.24;105.94;108.03;-;130.10;122.74;146.79
Apr 30, 2026 12:00 AM;Apr 30, 2026 1:00 AM;100.32;92.06;80.62;98.97;98.62;20.25;91.05;97.34;107.23;113.80;89.76;107.27;107.71;-;125.65;125.65;118.33
Apr 30, 2026 1:00 AM;Apr 30, 2026 2:00 AM;100.11;90.82;78.95;98.31;100.13;13.61;89.94;94.74;105.94;106.48;100.80;104.60;105.52;-;120.89;120.82;111.59
Apr 30, 2026 2:00 AM;Apr 30, 2026 3:00 AM;98.57;89.18;77.38;96.80;98.59;13.81;88.74;91.66;105.97;103.37;97.37;103.70;103.63;-;121.55;114.18;107.93
Apr 30, 2026 3:00 AM;Apr 30, 2026 4:00 AM;99.48;85.39;74.61;93.90;95.63;1.00;87.80;90.50;110.45;104.72;74.28;101.01;105.39;-;124.58;112.07;108.73
Apr 30, 2026 4:00 AM;Apr 30, 2026 5:00 AM;104.09;89.30;79.02;93.91;95.63;3.20;92.30;91.06;115.10;109.28;88.43;104.41;110.02;-;128.47;117.03;113.99
Apr 30, 2026 5:00 AM;Apr 30, 2026 6:00 AM;114.10;98.51;87.03;102.19;106.59;4.90;101.32;94.99;126.05;119.62;109.54;111.00;120.44;-;128.01;128.01;125.36
Apr 30, 2026 6:00 AM;Apr 30, 2026 7:00 AM;139.12;115.95;91.45;134.42;138.03;16.33;132.46;106.79;131.52;134.71;125.46;132.17;132.12;-;135.12;135.12;133.14
Apr 30, 2026 7:00 AM;Apr 30, 2026 8:00 AM;122.29;109.43;98.73;119.20;122.71;13.08;111.37;105.72;132.29;121.77;124.78;132.05;122.05;-;141.02;116.75;121.15
Apr 30, 2026 8:00 AM;Apr 30, 2026 9:00 AM;96.22;87.69;74.31;96.22;95.81;9.69;85.05;99.26;105.00;100.52;95.56;102.00;101.18;-;135.00;107.11;104.13
Apr 30, 2026 9:00 AM;Apr 30, 2026 10:00 AM;45.56;43.97;36.32;46.68;46.78;9.87;41.00;70.07;49.10;47.23;48.23;40.93;47.51;-;136.07;49.92;48.68
Apr 30, 2026 10:00 AM;Apr 30, 2026 11:00 AM;-0.04;5.31;0.00;5.11;6.07;0.01;-0.02;47.68;0.77;0.21;6.22;-7.92;0.24;-;124.81;0.48;0.25
Apr 30, 2026 11:00 AM;Apr 30, 2026 12:00 PM;-3.88;2.48;-3.26;1.12;5.01;-2.91;-3.48;40.63;1.87;-2.40;5.15;-12.00;-2.50;-;107.05;0.71;-1.77
Apr 30, 2026 12:00 PM;Apr 30, 2026 1:00 PM;-16.25;-4.92;-13.59;-1.98;2.41;-13.50;-16.70;34.47;-4.86;0.00;2.71;-29.59;-13.47;-;48.46;-9.32;-12.22
Apr 30, 2026 1:00 PM;Apr 30, 2026 2:00 PM;-32.02;-16.09;-31.25;-13.90;4.23;-30.61;-31.55;11.94;-18.95;0.00;4.44;-43.75;-27.55;-;29.57;-23.43;-28.24
Apr 30, 2026 2:00 PM;Apr 30, 2026 3:00 PM;-28.93;-13.13;-27.33;-16.00;0.89;-25.86;-27.99;22.53;-10.86;0.00;1.27;-40.03;-21.05;-;47.96;0.94;-14.53
Apr 30, 2026 3:00 PM;Apr 30, 2026 4:00 PM;-12.05;-4.88;-11.31;-9.27;2.27;-10.58;-11.64;21.07;-4.77;-6.98;2.64;-16.99;-8.08;-;31.88;5.25;-0.43
Apr 30, 2026 4:00 PM;Apr 30, 2026 5:00 PM;-2.29;13.37;-1.71;0.00;9.23;-0.99;-1.99;30.53;8.39;83.07;9.37;9.40;1.83;-;15.00;12.74;10.93
Apr 30, 2026 5:00 PM;Apr 30, 2026 6:00 PM;20.58;40.14;17.16;20.58;26.34;3.16;19.02;48.50;68.03;101.99;26.74;70.10;39.89;-;71.10;67.47;92.05
Apr 30, 2026 6:00 PM;Apr 30, 2026 7:00 PM;92.43;90.24;76.40;92.43;92.59;27.39;84.38;92.20;105.99;119.93;95.67;102.29;103.43;-;123.09;114.97;122.95
Apr 30, 2026 7:00 PM;Apr 30, 2026 8:00 PM;139.09;128.21;124.29;139.09;139.12;53.18;132.89;105.86;141.54;156.21;137.74;135.00;145.36;-;144.52;135.61;205.00
Apr 30, 2026 8:00 PM;Apr 30, 2026 9:00 PM;178.62;146.96;143.07;178.62;178.64;42.96;174.71;111.06;145.90;188.00;141.29;141.78;170.52;-;154.58;154.58;248.51
Apr 30, 2026 9:00 PM;Apr 30, 2026 10:00 PM;145.84;123.06;116.55;145.84;145.86;34.65;143.30;114.64;126.85;137.18;124.13;133.10;131.60;-;144.84;135.30;192.13
Apr 30, 2026 10:00 PM;Apr 30, 2026 11:00 PM;118.92;109.22;109.90;118.92;118.93;48.76;113.32;110.70;124.18;120.80;95.85;119.13;120.92;-;126.68;126.68;129.89
Apr 30, 2026 11:00 PM;May 1, 2026 12:00 AM;109.61;97.50;101.61;109.61;109.61;46.73;104.85;104.15;114.38;111.42;53.96;104.59;111.60;-;121.06;116.24;118.01
May 1, 2026 12:00 AM;May 1, 2026 1:00 AM;107.23;94.19;93.87;107.23;107.23;45.21;107.23;102.41;114.17;111.73;24.80;110.65;111.53;-;122.40;115.50;113.68
May 1, 2026 1:00 AM;May 1, 2026 2:00 AM;103.09;90.08;89.55;103.09;103.09;40.73;103.09;99.84;110.25;106.94;18.81;108.02;107.50;-;115.00;111.53;109.50
May 1, 2026 2:00 AM;May 1, 2026 3:00 AM;101.39;87.54;85.55;101.39;101.39;28.60;101.39;98.24;109.96;105.93;17.76;106.07;106.64;-;121.67;111.49;109.03
May 1, 2026 3:00 AM;May 1, 2026 4:00 AM;99.25;85.44;83.18;99.25;99.25;25.09;99.32;96.32;107.97;103.88;18.36;102.68;104.58;-;129.56;109.53;107.03
May 1, 2026 4:00 AM;May 1, 2026 5:00 AM;97.98;84.14;81.36;97.98;97.98;20.59;97.78;95.09;107.06;102.71;20.17;101.34;103.47;-;136.29;108.70;106.05
May 1, 2026 5:00 AM;May 1, 2026 6:00 AM;97.50;83.54;85.06;97.50;97.50;14.61;97.50;95.45;105.62;101.70;18.82;102.77;102.38;-;140.00;107.16;104.74
May 1, 2026 6:00 AM;May 1, 2026 7:00 AM;103.77;84.09;100.65;103.77;103.77;12.58;104.98;100.13;88.99;99.63;20.00;95.31;95.16;-;138.95;86.54;90.86
May 1, 2026 7:00 AM;May 1, 2026 8:00 AM;80.34;69.94;75.07;80.34;80.34;10.10;91.25;84.21;87.95;84.40;17.63;73.03;85.06;-;128.59;89.28;87.25
May 1, 2026 8:00 AM;May 1, 2026 9:00 AM;35.33;32.30;32.13;35.83;35.21;9.02;33.90;71.58;37.25;36.32;13.25;14.30;36.48;-;100.00;37.70;37.09
May 1, 2026 9:00 AM;May 1, 2026 10:00 AM;-0.03;6.65;-0.03;3.28;3.35;-0.03;-0.03;63.44;-0.03;-0.03;3.37;-0.10;-0.04;-;2.39;0.00;-0.18
May 1, 2026 10:00 AM;May 1, 2026 11:00 AM;-21.18;-14.31;-21.05;0.48;0.78;-20.93;-21.09;-2.01;-20.93;-21.32;0.93;-30.27;-21.99;-;0.00;-19.03;-31.60
May 1, 2026 11:00 AM;May 1, 2026 12:00 PM;-108.62;-66.12;-107.86;-0.07;0.19;-107.27;-107.94;38.20;-107.27;-109.41;0.30;-113.40;-112.83;-;0.00;-97.31;-159.06
May 1, 2026 12:00 PM;May 1, 2026 1:00 PM;-318.58;-204.00;-317.13;-2.22;-1.52;-316.00;-317.32;18.00;-316.00;-318.09;-1.36;-345.77;-326.57;-;0.00;-294.90;-411.58
May 1, 2026 1:00 PM;May 1, 2026 2:00 PM;-499.00;-302.36;-497.91;-4.38;-3.84;-496.86;-498.44;26.84;-496.86;-469.23;-3.65;-381.68;-500.00;-;0.00;-473.75;-500.00
May 1, 2026 2:00 PM;May 1, 2026 3:00 PM;-474.97;-285.65;-472.99;-6.77;-5.96;-471.06;-473.97;25.26;-471.06;-399.04;-5.67;-381.76;-479.10;-;0.00;-435.69;-500.00
May 1, 2026 3:00 PM;May 1, 2026 4:00 PM;-205.88;-122.57;-204.57;-5.53;-4.91;-203.32;-205.23;28.21;-203.07;-130.90;-4.65;-200.00;-214.33;-;0.13;-183.13;-271.91
May 1, 2026 4:00 PM;May 1, 2026 5:00 PM;-26.25;-12.65;-26.06;-1.43;-0.63;-25.88;-26.16;29.34;-25.79;3.64;-0.52;-38.20;-27.44;-;0.00;-22.93;-29.08
May 1, 2026 5:00 PM;May 1, 2026 6:00 PM;5.56;12.17;4.35;5.99;6.02;-0.39;5.10;44.89;8.05;52.94;6.08;-2.00;2.91;-;10.00;15.73;38.38
May 1, 2026 6:00 PM;May 1, 2026 7:00 PM;92.53;80.60;84.82;92.53;92.46;11.21;98.26;87.70;101.01;127.34;13.30;84.00;93.97;-;126.03;109.00;126.35
May 1, 2026 7:00 PM;May 1, 2026 8:00 PM;154.19;122.59;155.73;154.19;154.19;55.71;160.00;108.38;136.42;144.22;16.59;123.35;139.70;-;140.43;146.77;187.49
May 1, 2026 8:00 PM;May 1, 2026 9:00 PM;173.33;138.52;173.76;173.33;173.33;80.00;177.86;115.13;150.03;175.72;14.00;127.82;162.76;-;145.00;144.79;278.25
May 1, 2026 9:00 PM;May 1, 2026 10:00 PM;142.95;122.22;142.61;142.95;142.95;93.15;142.95;113.55;145.73;145.29;13.37;124.47;137.38;-;140.00;161.27;250.00
